"nome_arquivo","latitude","longitude"
"1SP1539",-20.9983,-48.0239
"1SP1540",-20.9969,-47.66
,-20.9958,-47.2633
"1MS1542",-20.9939,-54.5081
"5SP1543",-20.9833,-49.0167
"1SP1544",-20.9833,-48.3333
,-20.9692,-42.0517
"5SP1546",-20.9667,-50.6833
"5MG1547",-20.965,-46.1522
,-20.9611,-53.2881
,-20.9558,-43.8008
"5ES1550",-20.9528,-40.9533
"1MS1551",-20.9514,-54.9717
"5SP1552",-20.95,-50.1
"1MG1553",-20.9453,-45.8236
,-20.9447,-41.4008
"5MG1555",-20.9442,-44.9075
"1SP1556",-20.94,-48.0775
"5SP1557",-20.9333,-51.1167
"5RJ1558",-20.9308,-41.85
"5MG1559",-20.9236,-44.2383
"5SP1560",-20.9167,-51.3667
"5SP1561",-20.9167,-49.3
"5SP1562",-20.9167,-49.7833
"5SP1563",-20.9167,-49.45
"5ES1564",-20.9128,-41.195
"5MG1565",-20.9114,-42.3494
"5MG1566",-20.905,-45.125
"5SP1567",-20.9,-48.6333
"5MG1568",-20.8972,-44.5003
"1SP1569",-20.8833,-47.6167
,-20.8811,-40.9433
"5SP1571",-20.8667,-51.4833
"5SP1572",-20.8667,-50.4833
"5SP1573",-20.85,-48.8
"5MG1574",-20.8475,-43.2419
"5SP1575",-20.8167,-49.5167
"1SP1576",-20.8167,-48.4833
"5MG1577",-20.8111,-46.8081
"5ES1578",-20.8036,-40.6556
"1MS1579",-20.8006,-52.3883
"5MS1580",-20.8,-51.6333
"5SP1581",-20.8,-49.2167
"1SP1582",-20.8,-49.3833
"1SP1583",-20.8,-47.7667
"1SP1584",-20.7842,-48.3325
"5ES1585",-20.7836,-40.8258
"5ES1586",-20.7736,-41.6817
,-20.7706,-47.2406
"5MG1588",-20.7694,-42.3011
"5SP1589",-20.7667,-49.7
"1MG1590",-20.7653,-45.9258
"1MS1591",-20.7644,-56.0931
"1SP1592",-20.7611,-48.6636
"1MG1593",-20.76,-45.2742
"5ES1594",-20.7469,-41.4661
"5MG1595",-20.7408,-44.7833
"5MG1596",-20.74,-42.0239
,-20.7392,-46.7353
"5SP1598",-20.7333,-51.1333
"5SP1599",-20.7333,-49.5833
"5SP1600",-20.7333,-48.9
"1SP1601",-20.7333,-48.05
"1SP1602",-20.7333,-48.55
,-20.7333,-47.75
"1SP1604",-20.7333,-47.8833
"5ES1605",-20.7281,-40.8825
,-20.7261,-42.9172
"5ES1607",-20.7019,-41.0164
"5SP1608",-20.7,-50.55
,-20.6939,-41.9219
"1SP1610",-20.6919,-47.5528
"5MG1611",-20.6906,-43.2994
,-20.6858,-41.8461
"1SP1613",-20.6833,-48.4167
"5MG1614",-20.6825,-42.8067
"5ES1615",-20.6806,-41.3483
"1MS1616",-20.6769,-53.5714
"1MG1617",-20.6758,-46.3231
"5MG1618",-20.6703,-43.0881
,-20.665,-43.7778
"5MG1620",-20.6611,-44.0706
"5ES1621",-20.6522,-40.5086
"5SP1622",-20.65,-50.6667
"5MG1623",-20.6353,-44.0489
"1SP1624",-20.6333,-49.95
"1SP1625",-20.6333,-49.3333
"1SP1626",-20.6333,-47.2833
"1SP1627",-20.6333,-47.2167
"5MG1628",-20.6253,-44.4333
"1SP1629",-20.6167,-49.4667
"1SP1630",-20.6167,-49.3
"1SP1631",-20.6167,-48
"5SP1632",-20.6167,-48.7667
"1SP1633",-20.615,-48.4664
"5ES1634",-20.6056,-41.1997
,-20.6028,-52.2183
"1SP1636",-20.6,-48.9833
"1SP1637",-20.6,-47.6333
"5ES1638",-20.5875,-40.9492
"1SP1639",-20.585,-47.8914
"1SP1640",-20.5833,-48.3667
"1SP1641",-20.5667,-50.2167
"1SP1642",-20.5667,-48.5667
"5MG1643",-20.5625,-44.8675
"5ES1644",-20.5567,-40.8114
"1SP1645",-20.5436,-47.4231
"5ES1646",-20.5406,-41.6656
"5ES1647",-20.5283,-41.5114
"5MG1648",-20.5219,-43.83
,-20.5167,-49.05
"1SP1650",-20.5167,-47.9667
"1SP1651",-20.5167,-47.4
"5MG1652",-20.5167,-43.0167
"5ES1653",-20.5167,-40.5167
"5ES1654",-20.5156,-40.3636
"1SP1655",-20.5144,-47.2456
"1SP1656",-20.5,-49.95
"5SP1657",-20.495,-48.9397
"1MS1658",-20.4931,-54.8114
"1MS1659",-20.4906,-54.8669
"1SP1660",-20.4833,-49.7833
"1SP1661",-20.4833,-49.5667
"1MG1662",-20.4722,-45.0361
"1MS1663",-20.4708,-54.0967
"1SP1664",-20.4667,-47.6
"1MG1665",-20.4619,-45.945
"5MG1666",-20.4572,-45.4192
"1SP1667",-20.4547,-48.1419
"1SP1668",-20.4536,-48.4508
"1SP1669",-20.45,-48.0167
"1MS1670",-20.4489,-55.4308
"1MS1671",-20.4453,-52.9019
"1MS1672",-20.4447,-53.7581
"1SP1673",-20.4431,-48.7403
"5SP1674",-20.4333,-50.5333
"1SP1675",-20.4333,-50.0667
"5SP1676",-20.4167,-50.7667
"1SP1677",-20.4167,-49.9833
"1SP1678",-20.4167,-47.8167
"5ES1679",-20.415,-40.4853
"5ES1680",-20.4119,-40.6822
"1SP1681",-20.4,-47.4
"5MG1682",-20.39,-43.1803
"5MG1683",-20.3847,-42.9028
"1SP1684",-20.3833,-49.4333
,-20.3764,-40.4461
"5ES1686",-20.3714,-41.4089
"5ES1687",-20.3667,-41.0611
,-20.3639,-40.6617
"1MS1689",-20.3636,-51.4239
"5MG1690",-20.3625,-43.1439
"5ES1691",-20.3522,-41.2394
"1SP1692",-20.35,-48.3
"5ES1693",-20.3458,-41.5375
"1SP1694",-20.3333,-49.2
"1SP1695",-20.3333,-47.7667
"1MG1696",-20.33,-46.3661
"1SP1697",-20.3264,-48.5903
"5ES1698",-20.3228,-41.7042
"5ES1699",-20.3175,-40.6528
"5MG1700",-20.3053,-43.6164
"5MG1701",-20.3011,-43.7981
"5SP1702",-20.3,-50.55
"5SP1703",-20.3,-50.25
"5SP1704",-20.3,-50.0167
"1SP1705",-20.3,-49.7667
"5MG1706",-20.2989,-42.4781
"5ES1707",-20.2964,-40.9339
"1MG1708",-20.2947,-45.5428
"1MG1709",-20.2925,-49.1969
"1MS1710",-20.2922,-55.4453
"5MG1711",-20.2856,-43.0989
"1MG1712",-20.2842,-49.2011
"5ES1713",-20.2836,-40.7831
"1SP1714",-20.2833,-47.6833
"1SP1715",-20.2833,-47.4167
"5MG1716",-20.2772,-42.3256
,-20.2614,-40.4792
"1SP1718",-20.25,-48.8167
"1SP1719",-20.25,-48.65
"5SP1720",-20.2333,-50.65
"5SP1721",-20.2333,-50.3167
"5MG1722",-20.2147,-42.6522
"1SP1723",-20.2106,-48.2906
"5MG1724",-20.1978,-44.1208
"1MG1725",-20.1922,-44.7936
,-20.1903,-40.3189
"5SP1727",-20.1833,-49.3667
,-20.1825,-41.9611
"1SP1729",-20.1814,-48.6842
"5MG1730",-20.1792,-43.9428
"1MG1731",-20.1789,-45.7003
"1SP1732",-20.1786,-47.8867
"5MG1733",-20.1692,-44.515
"5MG1734",-20.1647,-43.8919
"5SP1735",-20.15,-50.2
"1MG1736",-20.1475,-46.2847
"5ES1737",-20.1433,-40.9753
"5MG1738",-20.1378,-43.8925
"1MG1739",-20.1369,-44.8919
"5SP1740",-20.1333,-49.9667
,-20.1297,-44.4744
"1MS1742",-20.1278,-55.3933
"5MG1743",-20.1261,-43.9503
"1MG1744",-20.1194,-48.5733
"5SP1745",-20.1167,-50.5
"5MG1746",-20.1081,-41.7283
"5MG1747",-20.1056,-44.4011
"5MG1748",-20.1036,-42.44
,-20.1022,-54.4347
"5MG1750",-20.1022,-44.4847
"1MS1751",-20.1019,-52.9258
"1MG1752",-20.1017,-46.055
,-20.1003,-40.5278
"5MG1754",-20.0969,-43.4881
"1MS1755",-20.0939,-52.1603
"5MG1756",-20.0867,-44.4272
"1MG1757",-20.0844,-45.2967
,-20.0833,-47.4333
"5ES1759",-20.0794,-40.6067
,-20.0786,-41.1214
"5MG1761",-20.0714,-44.5703
,-20.0703,-55.6453
"5MG1763",-20.0686,-44.345
,-20.0683,-51.1036
"5MG1765",-20.0683,-44.4922
"5SP1766",-20.0667,-50.35
"5MG1767",-20.0514,-44.4517
"1MS1768",-20.0497,-57.3214
"5MG1769",-20.045,-44.4078
"5MG1770",-20.0428,-44.0433
"1MG1771",-20.0367,-45.5353
"5SP1772",-20.0333,-50.7333
"1SP1773",-20.0333,-47.7333
"5ES1774",-20.0283,-40.7433
"5MG1775",-20.0239,-44.4681
"1MG1776",-20.0211,-45.9661
"1MG1777",-20.02,-48.9431
"1MG1778",-20.0136,-47.0192
"5MG1779",-20.0114,-42.6742
"5MG1780",-20.0075,-44.3311
"5MG1781",-20.0003,-44.4617
"5MG1782",-19.9989,-42.3475
"5MG1783",-19.9828,-44.4922
"5MG1784",-19.9792,-43.85
"5MG1785",-19.9733,-44.1881
"5MG1786",-19.9642,-44.4519
"1MS1787",-19.9633,-52.2261
"5ES1788",-19.9578,-40.1544
"5MG1789",-19.9556,-44.3344
"5MG1790",-19.9556,-44.3067
"5ES1791",-19.955,-40.7417
"5ES1792",-19.9533,-40.5525
"1MS1793",-19.9525,-54.8928
,-19.9453,-43.4011
"5MG1795",-19.945,-43.9125
"2MS1796",-19.9447,-55.7944
"5ES1797",-19.9369,-40.4014
"1MG1798",-19.9269,-46.8253
"5MG1799",-19.9228,-43.1778
,-19.9186,-57.7894
"1MS1801",-19.9178,-54.3586
"1MG1802",-19.9075,-48.6936
,-19.9011,-41.0581
"5MG1804",-19.9006,-43.6675
,-19.9,-43.9167
"5MG1806",-19.8931,-43.815
"5MG1807",-19.8808,-43.3675
"1MG1808",-19.8797,-44.4217
"1MG1809",-19.8794,-46.0328
"1MG1810",-19.8786,-47.3547
"5ES1811",-19.8744,-40.8744
"1MS1812",-19.8708,-56.9836
"5MG1813",-19.8336,-42.3178
"5ES1814",-19.83,-40.2722
"5MG1815",-19.8111,-41.4378
"5ES1816",-19.8053,-40.6789
"5MG1817",-19.7989,-41.7061
"1MS1818",-19.7847,-53.9639
"5MG1819",-19.7769,-42.4769
"1MG1820",-19.7706,-48.5742
"1MG1821",-19.7517,-45.1169
"1MG1822",-19.7514,-46.4119
,-19.7497,-40.0431
"1MG1824",-19.7425,-45.255
"1MS1825",-19.7364,-51.9336
"5MG1826",-19.7281,-44.8067
"5MG1827",-19.7247,-50.1917
"1MG1828",-19.6981,-49.0839
"1MG1829",-19.6961,-44.9294
"5ES1830",-19.6922,-40.3981
"5ES1831",-19.6911,-41.02
"1MG1832",-19.6897,-43.5856
"1MG1833",-19.6872,-43.9208
,-19.6844,-44.8789
"5MG1835",-19.6783,-41.8361
"1MS1836",-19.6781,-52.8964
"1MG1837",-19.675,-46.6828
"1MG1838",-19.6656,-45.6522
"1MG1839",-19.6639,-43.6881
"5ES1840",-19.6636,-40.8353
"5MG1841",-19.6617,-50.9964
"1MG1842",-19.6344,-44.0533
,-19.6008,-57.4381
"1MG1844",-19.6003,-47.2089
"5MG1845",-19.5947,-41.4581
"5ES1846",-19.5886,-40.1981
,-19.5775,-39.7944
"1MG1848",-19.5631,-44.4469
"1MG1849",-19.5614,-43.9178
"1MG1850",-19.5547,-50.5731
"1MS1851",-19.5536,-52.1664
"1MG1852",-19.5422,-49.4831
,-19.5375,-47.4531
"1MG1854",-19.5358,-47.8111
"1MG1855",-19.5308,-46.1003
"5ES1856",-19.5308,-40.6231
"1MG1857",-19.5289,-50.3286
"1MG1858",-19.5253,-48.4983
"5MG1859",-19.5247,-42.6442
"5ES1860",-19.5236,-41.0142
"1MG1861",-19.5206,-43.7444
"1MG1862",-19.5167,-46.5711
,-19.4967,-53.9967
,-19.4944,-41.0764
"5MG1865",-19.4925,-41.1617
"1MG1866",-19.475,-46.5419
"1MG1867",-19.4686,-45.6017
"1MS1868",-19.4442,-52.5583
,-19.4403,-43.1186
"1MS1870",-19.4397,-54.9833
"1MG1871",-19.4283,-44.7197
"1MG1872",-19.4233,-44.5483
"5MG1873",-19.4158,-41.7297
,-19.4128,-54.4906
"1MG1875",-19.3947,-45.8844
"1MS1876",-19.3908,-51.6089
"1MS1877",-19.3769,-53.5697
"5MG1878",-19.3736,-42.105
"1MG1879",-19.3597,-49.1803
,-19.3592,-56.4092
"1MG1881",-19.3486,-47.2953
"5MG1882",-19.3431,-41.2461
"1MG1883",-19.3322,-45.2281
"1MG1884",-19.3233,-46.6372
,-19.3222,-54.1611
"5MG1886",-19.3164,-42.3961
"1MG1887",-19.3158,-47.5261
"1MG1888",-19.3153,-46.0444
"5ES1889",-19.2953,-40.5175
"1MG1890",-19.2786,-45.2858
"5ES1891",-19.2742,-40.3208
"1MS1892",-19.2719,-53.4908
"1MG1893",-19.2681,-44.4017
"5MG1894",-19.2503,-43.0144
,-19.2469,-48.5661
"5ES1896",-19.2375,-40.5914
"1MG1897",-19.2372,-44.1231
"1MS1898",-19.2292,-51.875
"5ES1899",-19.2203,-40.8533
"1MG1900",-19.2189,-43.5881
"1MG1901",-19.2175,-43.3742
"1MG1902",-19.2133,-49.7881
"5MG1903",-19.2081,-50.6628
"5MG1904",-19.1886,-42.4228
"2MS1905",-19.1733,-56.7122
"1MG1906",-19.1631,-45.4425
"5MG1907",-19.1617,-41.8622
"1MG1908",-19.1467,-47.1847
"1GO1909",-19.1364,-51.5344
"1MG1910",-19.1197,-43.8375
"1MG1911",-19.1128,-46.6883
"1GO1912",-19.1,-51.1494
"1MG1913",-19.0872,-44.9472
"1MG1914",-19.0706,-46.7958
"5MG1915",-19.0617,-41.5328
,-19.0592,-41.0275
"5ES1917",-19.0578,-40.5164
"1MS1918",-19.055,-53.015
,-19.0394,-49.0425
"1MG1920",-19.0353,-49.6967
"1MG1921",-19.0289,-44.1939
"5MG1922",-19.0167,-43.4442
"1MG1923",-19.0131,-44.0367
"2MS1924",-19.0033,-56.0889
"1MG1925",-19.0033,-46.3061
"1MG1926",-18.9997,-45.9661
"1MS1927",-18.9978,-52.5881
"1MG1928",-18.9883,-48.1903
"5ES1929",-18.9856,-40.7461
"1MG1930",-18.9819,-47.4575
"5ES1931",-18.9817,-39.9933
"5MG1932",-18.9764,-41.6403
"1GO1933",-18.9661,-51.9267
"5ES1934",-18.9503,-39.7644
,-18.9411,-49.4631
,-18.93,-46.9667
"1MS1937",-18.91,-54.8322
"5GO1938",-18.9097,-50.8503
"1MG1939",-18.8869,-50.0003
"5MG1940",-18.8831,-41.9503
"1MG1941",-18.8722,-48.8694
"1MG1942",-18.8625,-48.5839
,-18.8497,-46.8008
"1MG1944",-18.8414,-45.8514
"1MG1945",-18.8411,-46.5508
"5ES1946",-18.8389,-41.1103
"5ES1947",-18.8097,-40.6906
"5MG1948",-18.7769,-41.4828
"5MG1949",-18.7722,-42.9311
"1MG1950",-18.7719,-49.0697
"1GO1951",-18.7647,-51.3472
"5MG1952",-18.7631,-41.3083
"5ES1953",-18.7536,-40.8936
"1MG1954",-18.7381,-47.69
"1MS1955",-18.7303,-54.5786
"1MG1956",-18.7206,-47.5244
"1MG1957",-18.7069,-46.0369
"5ES1958",-18.7006,-40.4419
"1MG1959",-18.6983,-48.7819
,-18.6936,-40.8828
,-18.6919,-49.9486
"1MS1962",-18.6917,-52.5939
"1MG1963",-18.6833,-49.5667
"5MG1964",-18.6811,-41.1967
"1MS1965",-18.6797,-53.6378
"1MG1966",-18.6714,-44.1914
"5ES1967",-18.6586,-40.0911
"5MG1968",-18.6511,-48.2092
"1MS1969",-18.6492,-54.3572
"1MG1970",-18.6439,-44.0481
"1MG1971",-18.6411,-46.3344
"1MG1972",-18.6356,-43.9658
"5MG1973",-18.6119,-42.2786
,-18.6008,-48.6908
"1MG1975",-18.6,-46.5167
"5MG1976",-18.5928,-43.4125
,-18.5789,-47.8792
"5MG1978",-18.5747,-41.9178
"5ES1979",-18.5647,-40.3367
,-18.5622,-39.7472
"1MG1981",-18.5594,-46.8003
"5MG1982",-18.5528,-42.7642
"5ES1983",-18.5481,-40.9764
"1MS1984",-18.5472,-53.1353
"1MG1985",-18.5417,-44.5989
"1GO1986",-18.5178,-51.0936
"5GO1987",-18.5011,-50.5219
"5ES1988",-18.4942,-40.4642
"1MG1989",-18.4922,-48.9028
"1MG1990",-18.4911,-47.4064
"5ES1991",-18.4894,-40.0906
"5MG1992",-18.4886,-41.3925
"1MG1993",-18.4711,-47.1883
"1MG1994",-18.4656,-43.7431
"1MG1995",-18.4644,-45.6467
"1MG1996",-18.4172,-43.5256
"5MG1997",-18.4161,-49.1108
"1MG1998",-18.4125,-46.4222
"1GO1999",-18.4067,-52.5269
"5ES2000",-18.4061,-41.04
,-18.4042,-40.6867
"1MG2002",-18.3736,-46.915
"1MG2003",-18.3722,-44.4436
"5ES2004",-18.3658,-40.8406
"5GO2005",-18.3633,-47.7806
"5MG2006",-18.3583,-42.5956
"1MG2007",-18.3436,-45.8367
"5GO2008",-18.3394,-49.6114
"5ES2009",-18.3186,-40.4067
"1GO2010",-18.3044,-51.9622
"1MG2011",-18.3,-44.2228
"5ES2012",-18.2994,-39.9586
"5MG2013",-18.2797,-43.0006
,-18.2425,-48.8586
"5MG2015",-18.2386,-41.7486
"5ES2016",-18.2056,-40.6033
"5MG2017",-18.2031,-41.2483
"1MG2018",-18.2011,-44.5772
"5MG2019",-18.2011,-42.4553
"1MS2020",-18.1906,-54.2578
"5ES2021",-18.1864,-40.7183
"1MG2022",-18.1828,-46.8042
"5ES2023",-18.1456,-40.1439
"5MG2024",-18.1222,-40.8858
,-18.1167,-39.85
"1MG2026",-18.1133,-43.5203
"1GO2027",-18.1047,-50.0314
,-18.1031,-47.6947
"1MS2029",-18.0986,-54.5472
"1GO2030",-18.0931,-51.4969
"5MG2031",-18.0897,-42.8394
,-18.0706,-50.1717
"5MG2033",-18.0469,-41.1144
"1MG2034",-18.0383,-45.5236
"1MG2035",-18.0339,-46.4194
"1MG2036",-18.005,-46.9111
"2MS2037",-18.0042,-57.6717
"1MG2038",-17.9953,-44.1767
,-17.9922,-42.3939
"1GO2040",-17.9867,-48.5425
"1GO2041",-17.9822,-48.67
"1GO2042",-17.9797,-50.3372
"1GO2043",-17.9719,-48.1753
"1MG2044",-17.9581,-45.1022
"1MG2045",-17.9531,-43.2467
"1MG2046",-17.9156,-47.0106
"1MG2047",-17.89,-44.5767
"5MG2048",-17.8803,-41.3147
"1GO2049",-17.8564,-51.3967
"5MG2050",-17.8456,-42.0756
"5MG2051",-17.8375,-40.3772
"1MS2052",-17.8308,-54.3131
"1MG2053",-17.8253,-45.4792
"1MT2054",-17.8114,-53.2889
"1GO2055",-17.8094,-49.6264
"5BA2056",-17.8081,-39.6625
"2MS2057",-17.7903,-55.7736
"1MG2058",-17.7725,-47.0986
"5MG2059",-17.7386,-41.1211
"1GO2060",-17.7328,-49.1153
"1GO2061",-17.7322,-50.1808
,-17.7181,-52.17
"5MG2063",-17.7056,-40.7597
"1GO2064",-17.695,-51.8922
"5MG2065",-17.6917,-42.5261
"1GO2066",-17.6889,-52.9833
"1MG2067",-17.6636,-46.355
"2MS2068",-17.6414,-57.6906
"5MG2069",-17.6294,-41.7372
"2MS2070",-17.6233,-56.965
"1MG2071",-17.6133,-46.8586
"5MG2072",-17.595,-41.4928
"1MG2073",-17.5936,-44.7161
"1GO2074",-17.5794,-52.6014
"5MG2075",-17.5728,-42.1353
"1GO2076",-17.5414,-50.5561
"1MG2077",-17.5328,-43.0122
"1GO2078",-17.5169,-49.4417
,-17.5156,-39.2275
"5BA2080",-17.5103,-39.6411
,-17.5042,-47.5556
"1MG2082",-17.4972,-46.5817
"2MT2083",-17.4917,-55.2322
"5MG2084",-17.4911,-41.2394
"1GO2085",-17.4658,-50.7742
"5BA2086",-17.3722,-40.2258
"1GO2087",-17.3647,-51.0767
"1GO2088",-17.3528,-53.0919
,-17.3503,-39.22
"1MG2090",-17.35,-44.95
"1GO2091",-17.3414,-49.9303
"1GO2092",-17.3253,-50.6819
"5MG2093",-17.3206,-40.6761
"1MG2094",-17.3128,-43.2078
,-17.3039,-48.2708
"1MT2096",-17.3,-53.2194
"2MS2097",-17.2914,-56.3847
,-17.2894,-49.0272
"1GO2099",-17.2847,-49.3828
"1MG2100",-17.2825,-42.8078
"1MG2101",-17.2553,-46.4739
"5BA2102",-17.2536,-39.7783
"5BA2103",-17.2494,-39.6211
"1MG2104",-17.2192,-42.5889
"1MT2105",-17.2078,-54.14
,-17.2017,-56.0086
"1GO2107",-17.1981,-48.715
"5BA2108",-17.1875,-39.9822
"5BA2109",-17.1633,-40.3267
"1MG2110",-17.1458,-45.8803
"1GO2111",-17.13,-48.1342
"1MG2112",-17.1111,-45.4378
"1GO2113",-17.1056,-49.6908
"5MG2114",-17.0825,-40.9408
"1GO2115",-17.0792,-50.2894
"5MG2116",-17.0728,-41.4831
"1MG2117",-17.0694,-43.3131
"2MT2118",-17.0572,-56.5856
"5BA2119",-17.045,-39.5447
"1MG2120",-17.0419,-46.8178
"1MG2121",-17.0308,-46.0136
,-17.0283,-47.1581
"1MG2123",-17.0269,-45.5406
,-16.9833,-44.6
"5MG2125",-16.9711,-42.1156
,-16.9667,-44.2667
"1GO2127",-16.9497,-51.7994
"1GO2128",-16.9489,-50.4469
,-16.9442,-56.6319
"1MT2130",-16.9442,-53.5336
"2MT2131",-16.9211,-56.2236
"1GO2132",-16.9119,-49.4522
"1MG2133",-16.9089,-45.3786
,-16.9,-47.9167
,-16.9,-43.9
"2MT2136",-16.8939,-55.9072
,-16.8667,-44.9167
"1MG2138",-16.86,-42.3475
,-16.8431,-54.4081
"5BA2140",-16.8386,-40.1564
,-16.8333,-43.6
"1MG2142",-16.8297,-46.3222
"1MG2143",-16.8072,-45.0303
,-16.8031,-49.9286
"1MT2145",-16.7664,-52.8372
"5MG2146",-16.7608,-42.0061
"1GO2147",-16.7569,-47.6056
"1GO2148",-16.7478,-48.5264
"2MT2149",-16.7275,-55.3553
"1GO2150",-16.7217,-52.3211
,-16.7025,-44.1172
"5MG2152",-16.6894,-41.4983
"1MG2153",-16.6886,-45.4136
"1MG2154",-16.6833,-44.5747
"1MG2155",-16.6789,-42.4856
"1MT2156",-16.6739,-54.2661
"1GO2157",-16.6736,-49.2639
"1GO2158",-16.6694,-50.6492
"1MT2159",-16.6689,-53.4536
"1GO2160",-16.6611,-49.4878
"1MG2161",-16.6569,-45.0808
"5MG2162",-16.6342,-40.7606
"5MG2163",-16.6181,-41.7675
"1MG2164",-16.6178,-42.3089
,-16.6167,-43.3
"5MG2166",-16.6131,-42.1869
"1GO2167",-16.6094,-50.1328
"5MG2168",-16.5961,-41.0244
"1MG2169",-16.5906,-42.9186
"5MG2170",-16.5683,-41.5031
,-16.5667,-42.9
"1GO2172",-16.5375,-47.8006
,-16.5333,-44.05
"1MG2174",-16.5297,-46.7211
,-16.5164,-49.0203
"2MT2176",-16.5119,-56.3756
"1MG2177",-16.5028,-46.6628
"1MT2178",-16.4714,-54.6567
"1GO2179",-16.4653,-49.9428
,-16.4333,-44.2833
"1MG2181",-16.4286,-45.7422
"1GO2182",-16.4281,-51.0828
"5MG2183",-16.4275,-41.0139
"1GO2184",-16.4233,-51.8228
"1MG2185",-16.4142,-44.2214
,-16.4,-43.25
,-16.3944,-58.3389
"1MT2188",-16.3911,-54.1494
"5MG2189",-16.3789,-40.5408
"1MG2190",-16.3717,-45.0828
,-16.3667,-45.0667
"2MT2192",-16.3561,-55.5864
"1MT2193",-16.3528,-53.7608
"1MG2194",-16.3514,-46.8897
"1GO2195",-16.3467,-49.495
"1MG2196",-16.3222,-43.715
,-16.3167,-43.4167
,-16.3167,-42.7
"1GO2199",-16.3164,-50.9061
"2MT2200",-16.3147,-56.5436
"1MG2201",-16.3108,-43.1056
"1GO2202",-16.3058,-51.4706
,-16.3,-43.95
"1GO2204",-16.2983,-50.5567
"5MG2205",-16.2961,-41.7903
"1MG2206",-16.2864,-44.7817
,-16.2833,-44.8167
"1MG2208",-16.2817,-45.4142
"4MT2209",-16.2708,-59.4919
"1MG2210",-16.2686,-45.2378
"5BA2211",-16.2636,-39.5808
,-16.25,-42.8667
,-16.2333,-43.2833
"5MG2214",-16.23,-41.4808
"1GO2215",-16.2186,-49.1978
"1GO2216",-16.2092,-52.1686
,-16.2089,-47.2325
"1MG2218",-16.2064,-44.4253
"1MT2219",-16.2014,-52.55
,-16.2,-44.4333
"2MT2221",-16.1936,-55.9453
"1MG2222",-16.1931,-42.5942
,-16.1558,-47.9367
"5MG2224",-16.1386,-40.2903
"1MG2225",-16.1336,-45.7422
,-16.1333,-44.2167
"5MG2227",-16.1203,-40.7394
"1MG2228",-16.1111,-43.8536
,-16.1,-44.5833
"1GO2230",-16.0833,-48.5083
"1MT2231",-16.0778,-53.5494
"1MT2232",-16.0392,-57.2575
"1GO2233",-16.0275,-49.8003
"1MG2234",-16.0044,-43.0467
"1MT2235",-15.9889,-54.9683
,-15.9833,-43.05
"5BA2237",-15.9608,-39.5261
,-15.95,-43.8333
"1MG2239",-15.9494,-44.8681
"1GO2240",-15.9408,-51.3572
,-15.9394,-50.1406
"1DF2242",-15.9333,-47.8833
,-15.9333,-44.0167
"1MG2244",-15.9303,-44.0042
"1MG2245",-15.9244,-46.1097
"1MG2246",-15.9056,-44.3072
"5MG2247",-15.8944,-40.1697
"1GO2248",-15.89,-51.8536
"5MG2249",-15.8817,-40.5633
,-15.8544,-48.9658
"2MT2251",-15.8533,-58.4658
,-15.85,-48.95
"1MT2253",-15.8361,-55.3219
"1GO2254",-15.8158,-50.6086
"1GO2255",-15.8008,-46.9247
"1DF2256",-15.79,-47.9228
"1MG2257",-15.7756,-43.2797
"1MT2258",-15.7739,-56.3497
"1GO2259",-15.7672,-51.1044
"1GO2260",-15.7581,-49.3369
"1GO2261",-15.7414,-48.3056
"1MT2262",-15.7111,-52.7544
"1MG2263",-15.7042,-44.0286
,-15.7,-41.3333
,-15.6986,-55.1356
"1DF2266",-15.6711,-48.2219
"1DF2267",-15.6431,-47.6508
"1MG2268",-15.6367,-42.9436
"1MT2269",-15.6353,-56.6117
,-15.6333,-44
"1DF2271",-15.6322,-47.5203
"1MT2272",-15.6217,-56.1083
"1MG2273",-15.6167,-43.5833
,-15.6167,-43.5833
"1MG2275",-15.6158,-46.415
"5BA2276",-15.6033,-39.5169
,-15.6,-44.4
"1MG2278",-15.5983,-42.5475
"0MG2279",-15.5978,-44.3903
"5MG2280",-15.5808,-41.4086
"1GO2281",-15.5642,-49.9436
"5BA2282",-15.5642,-39.3017
"1MT2283",-15.5419,-53.4519
"1GO2284",-15.5414,-48.5542
"1GO2285",-15.5356,-50.7028
"1MG2286",-15.5217,-46.2831
"5BA2287",-15.505,-41.2292
"1MG2288",-15.5022,-45.39
"1GO2289",-15.4961,-49.6908
"1MG2290",-15.4931,-45.1544
"5MG2291",-15.4897,-41.4578
,-15.4833,-41.4667
"1MG2293",-15.4831,-44.7672
"4MT2294",-15.4692,-57.8942
"1MT2295",-15.4689,-55.7289
"0MG2296",-15.4611,-43.2889
"4MT2297",-15.44,-58.5878
"5BA2298",-15.4253,-39.4928
,-15.4078,-55.2967
"4MT2300",-15.4003,-60.0317
"1GO2301",-15.3731,-50.5
"1MT2302",-15.3656,-55.4369
,-15.355,-56.2317
"0MG2304",-15.3411,-43.6753
"5BA2305",-15.3408,-40.9328
"1GO2306",-15.3292,-49.1217
"1MT2307",-15.3258,-57.2311
"1MG2308",-15.3178,-44.2667
"5MG2309",-15.3167,-42.0228
,-15.3167,-42.0167
"1MT2311",-15.3147,-54.1758
,-15.3,-42.1833
"1MG2313",-15.295,-45.6267
"1GO2314",-15.2753,-49.5519
,-15.2736,-40.9514
"1MT2316",-15.2503,-53.0553
"1GO2317",-15.2461,-51.1633
