"nome_arquivo","latitude","longitude"
"5SP0760",-23.8333,-46.7333
"5PR0761",-23.8269,-51.2664
"5PR0762",-23.8192,-50.3289
"5PR0763",-23.8167,-52.1833
"5PR0764",-23.8167,-51.6667
"5PR0765",-23.8167,-50.1331
"5PR0766",-23.8,-52.3331
"5PR0767",-23.8,-52.6331
"5PR0768",-23.7969,-53.6756
,-23.7833,-46.9333
"5SP0770",-23.7833,-46.9167
"5SP0771",-23.7833,-45.35
"5PR0772",-23.7831,-52.25
,-23.7806,-50.8142
"5PR0774",-23.7778,-53.0822
"5PR0775",-23.7667,-49.95
"5SP0776",-23.7667,-46.1167
"5SP0777",-23.7667,-45.4167
"5PR0778",-23.7639,-51.4108
"5PR0779",-23.7639,-51.5069
"5PR0780",-23.7544,-49.6225
"5PR0781",-23.75,-51.0267
"5SP0782",-23.75,-47.4833
"5SP0783",-23.75,-46.1333
"5PR0784",-23.7342,-53.4864
"5SP0785",-23.7333,-47.9333
,-23.7333,-47.4167
"5PR0787",-23.7233,-49.5558
"5PR0788",-23.7167,-53.7131
"5SP0789",-23.7167,-47.1167
"5SP0790",-23.7167,-46.9667
"5SP0791",-23.7078,-49.4764
"5PR0792",-23.7,-51.7667
"5SP0793",-23.7,-46.45
"5PR0794",-23.6931,-53.9089
"5SP0795",-23.6833,-47.0167
"5MS0796",-23.6819,-54.5617
"5PR0797",-23.6747,-52.1172
"5PR0798",-23.6731,-52.3806
"5PR0799",-23.6681,-52.9761
"5SP0800",-23.6667,-46.5667
"5PR0801",-23.6628,-51.6025
"5SP0802",-23.6569,-46.0022
"5MS0803",-23.6503,-55.3919
"5PR0804",-23.65,-51.35
"5PR0805",-23.65,-51.9831
"5SP0806",-23.65,-47.2167
"5SP0807",-23.65,-47.5667
"5SP0808",-23.65,-46.3333
"5SP0809",-23.65,-46.6333
"5SP0810",-23.65,-46.7
"5SP0811",-23.65,-46.95
"5MS0812",-23.6403,-55.0192
"5SP0813",-23.6378,-47.5731
"5PR0814",-23.6372,-50.9231
"5SP0815",-23.6344,-45.9608
,-23.6339,-50.4744
"5SP0817",-23.6333,-45.4333
"5PR0818",-23.6311,-50.3097
"5PR0819",-23.6169,-52.1964
"5PR0820",-23.6167,-53.3667
"5SP0821",-23.6167,-46.55
"5PR0822",-23.6097,-51.86
"5PR0823",-23.6078,-53.2042
"5SP0824",-23.6,-46.3667
"1SP0825",-23.5928,-48.4914
"5SP0826",-23.5858,-46.2556
"1SP0827",-23.5833,-48.05
"5PR0828",-23.5831,-51.0692
,-23.5761,-46.0375
"5PR0830",-23.5667,-52.85
,-23.5667,-46.65
"5SP0832",-23.5667,-46.9333
,-23.5667,-45.45
"5SP0834",-23.5667,-45.9667
"5SP0835",-23.5639,-48.3897
"5SP0836",-23.5569,-45.2769
"5PR0837",-23.55,-50.4
"5SP0838",-23.55,-47.1833
"5SP0839",-23.55,-46.8667
"5PR0840",-23.5486,-53.3211
"5PR0841",-23.5456,-49.7469
"5SP0842",-23.5333,-49.2333
"5SP0843",-23.5333,-45.85
"5PR0844",-23.5308,-52.3808
"5PR0845",-23.5275,-53.4628
"5PR0846",-23.5264,-52.0536
"5PR0847",-23.5167,-51.2331
"5PR0848",-23.5167,-50.0331
"5SP0849",-23.5167,-46.6833
"5SP0850",-23.5028,-47.8031
"5PR0851",-23.5,-50.65
"5PR0852",-23.5,-49.8667
"5SP0853",-23.5,-46.6167
"5PR0854",-23.4858,-53.0839
"5PR0855",-23.4839,-51.9056
"5SP0856",-23.4833,-48.4167
"5SP0857",-23.4833,-46.3667
"5PR0858",-23.4828,-52.7014
"5SP0859",-23.4808,-46.4711
"5PR0860",-23.4794,-53.7269
"5PR0861",-23.4667,-52.55
,-23.45,-50.2331
"5SP0863",-23.45,-49.4167
"5SP0864",-23.45,-46.9167
"5MS0865",-23.4497,-54.3936
"5PR0866",-23.4386,-53.0161
"5SP0867",-23.4333,-47.25
"5SP0868",-23.4333,-46.65
"5SP0869",-23.4333,-46.2833
"5PR0870",-23.4167,-52.3
"5PR0871",-23.4167,-51.95
"5SP0872",-23.4167,-47.4
"5SP0873",-23.4167,-46.4
,-23.4156,-47.4014
"5PR0875",-23.4139,-49.9808
"5PR0876",-23.4042,-52.1958
"5PR0877",-23.4,-51
"5PR0878",-23.4,-51.4333
"5PR0879",-23.4,-51.8739
"5PR0880",-23.4,-50.35
"5SP0881",-23.4,-47.7667
"5PR0882",-23.3939,-50.9239
"5SP0883",-23.3833,-48.0333
"5SP0884",-23.3833,-46.35
"5SP0885",-23.3833,-45.45
"5PR0886",-23.3831,-53.6167
"5PR0887",-23.3831,-52.9331
"5SP0888",-23.3731,-45.8694
"5SP0889",-23.3689,-45.9011
"5PR0890",-23.3667,-53.2831
"5SP0891",-23.3667,-48.1833
"5SP0892",-23.3667,-45.2
"5SP0893",-23.3667,-45.6833
"5PR0894",-23.35,-50.6331
"5SP0895",-23.3333,-47.6833
"5SP0896",-23.3333,-46.2333
"5PR0897",-23.3331,-52.7667
"5SP0898",-23.3331,-46.7328
"5SP0899",-23.3292,-45.1403
"5SP0900",-23.3278,-47.7642
"5PR0901",-23.3242,-52.6669
"5PR0902",-23.3239,-52.2994
"5PR0903",-23.3197,-53.07
,-23.3172,-44.7217
"5PR0905",-23.3125,-50.9958
"5PR0906",-23.3,-51.15
"5PR0907",-23.3,-50.0667
"5SP0908",-23.2833,-45.5333
"5PR0909",-23.2667,-51.0167
"5PR0910",-23.2667,-50.9833
"5PR0911",-23.2664,-50.4319
"5MS0912",-23.2661,-55.5244
"5SP0913",-23.25,-45.6833
"5PR0914",-23.2372,-51.6614
"5SP0915",-23.2333,-49.4667
"5SP0916",-23.2333,-45.3
"5RJ0917",-23.2236,-44.7639
"5PR0918",-23.2219,-52.3497
"5SP0919",-23.2219,-45.3233
"5PR0920",-23.2072,-50.7953
"5PR0921",-23.2,-51.45
"5PR0922",-23.2,-49.75
"5SP0923",-23.2,-47.3
"5SP0924",-23.2,-47.5167
"5SP0925",-23.2,-46.15
"5SP0926",-23.2,-46.9833
"5SP0927",-23.2,-45.4667
"5PR0928",-23.1869,-53.2014
,-23.1864,-46.8767
"5SP0930",-23.1856,-49.3908
"5SP0931",-23.1833,-48.1167
"5SP0932",-23.1833,-46.4
"5SP0933",-23.1833,-45.8
"5SP0934",-23.1833,-44.9833
"5PR0935",-23.1831,-53.0667
"5PR0936",-23.1831,-52.1831
"5PR0937",-23.1831,-51.8331
"5SP0938",-23.1667,-47.1333
"5SP0939",-23.1536,-44.8589
"5SP0940",-23.1511,-47.0578
"5SP0941",-23.15,-46.55
"5PR0942",-23.1492,-52.9453
"5SP0943",-23.1333,-45.7167
"5PR0944",-23.1311,-53.2772
"5SP0945",-23.1094,-47.1819
"5SP0946",-23.1033,-46.5581
,-23.1,-48.6167
"1SP0948",-23.1,-48.9167
"5SP0949",-23.1,-48.25
"5MS0950",-23.0978,-55.2436
,-23.0897,-47.7267
"5PR0952",-23.0853,-52.7847
"5PR0953",-23.0853,-50.2856
"5PR0954",-23.0833,-52.4333
"5SP0955",-23.0833,-48.3833
"5SP0956",-23.0833,-47.2167
,-23.0833,-45.6667
,-23.0833,-44.9667
"5PR0959",-23.0831,-52.6667
,-23.0822,-49.7364
"5PR0961",-23.0817,-53.4811
"5PR0962",-23.08,-50.7544
"5SP0963",-23.0778,-45.7103
"5PR0964",-23.0772,-52.9592
"5MS0965",-23.0728,-53.8206
"5RJ0966",-23.0722,-44.6981
,-23.0667,-48.1833
"5SP0968",-23.0667,-47.9667
"5SP0969",-23.0667,-46.3
,-23.0667,-45.5
"5PR0971",-23.0661,-51.2611
"5MS0972",-23.0578,-54.1939
"5SP0973",-23.0522,-46.3653
"5SP0974",-23.05,-49.7667
"5PR0975",-23.0419,-50.07
"5PR0976",-23.0403,-51.8056
"5SP0977",-23.0394,-45.5589
"5SP0978",-23.0333,-49.5667
"1SP0979",-23.0333,-49.1667
"5SP0980",-23.0333,-47.85
,-23.0333,-45.7833
"5SP0982",-23.0333,-45.5667
"5SP0983",-23.0261,-47.8183
"5RJ0984",-23.0258,-44.5181
"5PR0985",-23.0228,-52.9217
"5SP0986",-23.0167,-46.8333
"5SP0987",-23.0092,-47.5047
"5PR0988",-23.0067,-53.1889
"5RJ0989",-23.0047,-44.5364
"5SP0990",-23,-48.0167
"5SP0991",-23,-46.7167
"5SP0992",-22.9997,-49.8333
"1SP0993",-22.9997,-48.7
"5SP0994",-22.9997,-47.5
,-22.9958,-45.0417
,-22.9847,-46.83
"5SP0997",-22.9833,-49.8333
"5PR0998",-22.9831,-50
"5PR0999",-22.9747,-53.3964
"5PR1000",-22.9722,-50.4789
"5MS1001",-22.9703,-54.5633
"5PR1002",-22.9667,-53.2831
"5PR1003",-22.9653,-50.2661
,-22.9614,-44.0306
"5PR1005",-22.9597,-50.7711
"5SP1006",-22.9589,-47.2961
"5PR1007",-22.95,-52.8
"5PR1008",-22.95,-51.2
"5PR1009",-22.95,-50.6497
"5SP1010",-22.95,-49.3833
,-22.95,-46.7
"5RJ1012",-22.95,-43.2667
"5RJ1013",-22.9356,-44.3958
"1SP1014",-22.9333,-48.3
"5SP1015",-22.9333,-47.25
"5SP1016",-22.9333,-46.2667
"5SP1017",-22.9333,-46.5333
"5SP1018",-22.9333,-45.8333
,-22.9331,-53.0331
"5SP1020",-22.9211,-44.8222
"5SP1021",-22.9111,-45.4703
"5RJ1022",-22.9067,-42.7319
,-22.9003,-43.8661
"5SP1024",-22.9,-49.6167
"5SP1025",-22.9,-46.4167
"5PR1026",-22.8981,-51.8881
"5SP1027",-22.8972,-50.0211
"5SP1028",-22.8833,-50.3333
"1SP1029",-22.8833,-49.2333
"5SP1030",-22.8833,-47.0833
"5SP1031",-22.8833,-46.7833
"5PR1032",-22.8831,-52.5331
,-22.8811,-46.6317
,-22.8667,-48.65
"5SP1035",-22.8667,-47.6167
"5PR1036",-22.8569,-52.0781
"5PR1037",-22.8517,-51.0319
"5PR1038",-22.8511,-50.8744
"5SP1039",-22.85,-47.25
"5RJ1040",-22.8356,-44.1936
"5SP1041",-22.8333,-47.0667
"5PR1042",-22.8228,-51.5956
"5SP1043",-22.8167,-50.3
"1SP1044",-22.8167,-48.4333
"5SP1045",-22.8122,-45.1825
,-22.8,-46.45
"5PR1047",-22.795,-53.1592
"5PR1048",-22.7878,-51.7114
"5SP1049",-22.7833,-49.9333
"1SP1050",-22.7833,-48.1333
"5SP1051",-22.7833,-47.0333
,-22.7833,-46.6
"5RJ1053",-22.7714,-44.0906
"5PR1054",-22.7667,-53.2667
"5PR1055",-22.7667,-52.9831
"5PR1056",-22.7667,-51.2331
"1SP1057",-22.7667,-48.8333
"5SP1058",-22.7667,-45.7
"5MG1059",-22.76,-46.1469
"5PR1060",-22.7547,-51.3739
"1SP1061",-22.75,-49.7333
"5SP1062",-22.75,-47.45
"5SP1063",-22.75,-46.9333
,-22.75,-45.2333
"5RJ1065",-22.7489,-44.1247
"5MG1066",-22.7453,-45.7447
"1SP1067",-22.7414,-49.0303
"5SP1068",-22.7361,-44.6269
"1SP1069",-22.7333,-48.5667
"5SP1070",-22.7333,-45.0833
"5PR1071",-22.7331,-52.35
,-22.7319,-55.2422
"5PR1073",-22.7311,-52.4464
"5PR1074",-22.7306,-52.6164
"5PR1075",-22.7167,-53.1667
"5SP1076",-22.7167,-51.1333
"1SP1077",-22.7167,-49.3167
"5SP1078",-22.7167,-47.65
"5SP1079",-22.7167,-45.5667
,-22.71,-46.7747
"5SP1081",-22.7081,-46.9864
,-22.7022,-43.8808
"5SP1083",-22.7,-46.6667
"5PR1084",-22.6997,-51.6422
"5PR1085",-22.6964,-51.7897
"5SP1086",-22.6919,-44.975
,-22.6889,-45.4814
,-22.6858,-45.7353
"1SP1089",-22.6833,-50.4833
"1SP1090",-22.6833,-48.1167
,-22.6833,-44.3167
"5RJ1092",-22.6803,-42.9489
,-22.6733,-44.1986
"5SP1094",-22.6667,-51.0833
,-22.6667,-47.2167
"5SP1096",-22.6667,-46.9667
"5SP1097",-22.6667,-44.85
"5PR1098",-22.6608,-52.1331
"5PR1099",-22.6542,-52.8606
"5PR1100",-22.6528,-52.5181
"5SP1101",-22.6428,-44.5133
"5SP1102",-22.6333,-50.9
"1SP1103",-22.6333,-50.2
"1SP1104",-22.6333,-50.4
"1SP1105",-22.6333,-48.2
"1SP1106",-22.6333,-47.05
"5RJ1107",-22.63,-43.895
"5MS1108",-22.6244,-54.8247
"5SP1109",-22.6167,-52.1667
"5SP1110",-22.6167,-46.85
,-22.6078,-46.0394
,-22.6,-46.7
"5SP1113",-22.6,-46.5333
"1SP1114",-22.5833,-49.55
"1SP1115",-22.5833,-49.8167
"1SP1116",-22.5833,-49.4
"5SP1117",-22.5833,-47.6833
"5SP1118",-22.5667,-52.4167
"1SP1119",-22.5667,-47.1667
"1SP1120",-22.5667,-47.3667
"5MG1121",-22.5656,-45.8833
"5RJ1122",-22.5592,-42.6989
"5PR1123",-22.5508,-52.0364
"5SP1124",-22.55,-52.5833
"5SP1125",-22.5494,-44.7889
"5RJ1126",-22.5489,-42.5461
"5MS1127",-22.545,-54.0278
,-22.5414,-44.1781
"5RJ1129",-22.5381,-44.1753
"1SP1130",-22.5333,-49.65
,-22.5317,-44.5728
"5SP1132",-22.5167,-52.1833
"5SP1133",-22.5167,-51.8167
"5SP1134",-22.5167,-46.65
"1SP1135",-22.5167,-46.95
,-22.5128,-44.0942
,-22.5117,-43.1708
"5MG1138",-22.5097,-45.2867
"5RJ1139",-22.5033,-44.6156
"5RJ1140",-22.5011,-44.0919
"5RJ1141",-22.5003,-44.5542
,-22.4986,-42.9111
"5RJ1143",-22.4853,-43.1492
"5SP1144",-22.4833,-47.5167
"5RJ1145",-22.4819,-43.8392
"5RJ1146",-22.4742,-44.2289
,-22.4728,-42.0861
,-22.4714,-45.6219
"5SP1149",-22.4667,-52.5333
"1SP1150",-22.4667,-50.3667
,-22.4603,-42.3053
"5SP1152",-22.45,-49.7667
,-22.45,-49.3167
"1SP1154",-22.45,-46.8167
"5RJ1155",-22.45,-44.6
,-22.4411,-42.6219
"5RJ1157",-22.4381,-43.1703
"5RJ1158",-22.4381,-42.7675
"1SP1159",-22.4333,-50.9997
"1SP1160",-22.4333,-50.2167
"5SP1161",-22.4333,-49.9167
"1SP1162",-22.4333,-47.7167
"1SP1163",-22.4333,-46.9667
"1SP1164",-22.4167,-51.1667
"5SP1165",-22.4167,-51.5167
"1SP1166",-22.4167,-50.5667
"5SP1167",-22.4167,-47.55
,-22.4142,-45.7908
"5MG1169",-22.4069,-45.215
"5MS1170",-22.4058,-54.2353
"5RJ1171",-22.4047,-42.3392
"1MS1172",-22.3981,-54.7917
"5RJ1173",-22.3894,-42.5
"5MG1174",-22.3858,-45.8847
"5RJ1175",-22.3856,-44.1075
"1SP1176",-22.3833,-51.2833
,-22.3772,-42.5517
"5MG1178",-22.3756,-45.4469
"1SP1179",-22.3678,-46.93
"1SP1180",-22.3667,-50.3833
"5RJ1181",-22.3636,-42.3808
,-22.35,-42.5667
"1SP1183",-22.3422,-47.9178
,-22.3381,-45.0906
"5RJ1185",-22.3378,-44.5903
"5SP1186",-22.3333,-47.4833
,-22.3333,-46.9833
"5RJ1188",-22.3325,-43.1361
"5RJ1189",-22.33,-44.5383
"5RJ1190",-22.3278,-44.3919
"5MG1191",-22.3211,-46.3294
"5SP1192",-22.3167,-49.7667
"5SP1193",-22.3167,-49.5333
"1SP1194",-22.3167,-48.8833
"5MG1195",-22.3147,-45.3731
"5RJ1196",-22.3036,-44.1869
"1SP1197",-22.3008,-47.1336
"5SP1198",-22.3,-52.0833
"5SP1199",-22.3,-51.9167
,-22.3,-47.75
,-22.2997,-43.1781
,-22.2994,-42.4011
"5MS1203",-22.2986,-53.2803
"5RJ1204",-22.2975,-44.3106
,-22.2944,-44.9392
"5MG1206",-22.2886,-46.6192
"5RJ1207",-22.2875,-43.9294
,-22.2858,-42.66
"5MG1209",-22.2772,-46.1639
"5RJ1210",-22.2767,-42.5022
"5RJ1211",-22.2714,-42.7947
"5RJ1212",-22.2706,-44.3917
"5SP1213",-22.2667,-51.5
"5SP1214",-22.2667,-50.1
"5RJ1215",-22.2592,-41.9842
"5MG1216",-22.2539,-44.495
"5MG1217",-22.2514,-45.7089
"1SP1218",-22.25,-51.1667
"1SP1219",-22.25,-48.3833
"5SP1220",-22.25,-47.3833
,-22.2492,-47.8267
,-22.2447,-45.9597
,-22.2439,-43.0972
,-22.2431,-44.2636
"1SP1225",-22.2358,-47.9581
"5RJ1226",-22.2356,-42.2858
"5SP1227",-22.2333,-50.7
,-22.2311,-44.0647
,-22.2228,-57.3047
"5RJ1230",-22.2189,-43.7036
"5SP1231",-22.2167,-50.8833
"5SP1232",-22.2167,-49.9333
"5SP1233",-22.2167,-48.6
,-22.2167,-47.6167
"5MG1235",-22.2103,-45.2658
,-22.2086,-43.6233
"5RJ1237",-22.2011,-42.9
"5SP1238",-22.2,-49.65
"5MG1239",-22.1992,-44.9733
"5RJ1240",-22.1931,-43.0078
"1MS1241",-22.1881,-55.9436
"5MS1242",-22.1864,-52.7133
"5RJ1243",-22.1864,-42.1636
"1SP1244",-22.1797,-47.7842
,-22.17,-47.8989
"5MG1246",-22.17,-44.6369
"1SP1247",-22.1667,-49.3333
"5SP1248",-22.1667,-47.2833
"5MG1249",-22.1622,-45.4581
"5RJ1250",-22.1578,-43.285
"5RJ1251",-22.1569,-42.4164
"5RJ1252",-22.155,-43.755
,-22.1522,-47.8864
"5MG1254",-22.1506,-44.09
"5SP1255",-22.15,-51.25
"1SP1256",-22.15,-47.8
"5SP1257",-22.15,-46.7167
"1SP1258",-22.1483,-48.0006
,-22.1417,-43.2156
"5SP1260",-22.1333,-49.9167
"1SP1261",-22.1333,-48.3167
"1SP1262",-22.1333,-47.6667
"5MG1263",-22.1322,-45.9178
"5RJ1264",-22.1272,-43.1522
,-22.1269,-44.4083
"5MG1266",-22.1211,-44.8425
"5SP1267",-22.1167,-50.8333
"1SP1268",-22.1153,-46.8903
"1MS1269",-22.11,-56.5275
"5RJ1270",-22.1061,-41.4711
"5SP1271",-22.1,-51.3833
"5SP1272",-22.1,-51.9667
"1SP1273",-22.1,-47.9833
"1MS1274",-22.0861,-55.3531
"5RJ1275",-22.0861,-41.7397
"5RJ1276",-22.0858,-43.5567
"5SP1277",-22.0833,-49.7167
"1SP1278",-22.0833,-48.1833
"1SP1279",-22.0778,-48.1803
"5MS1280",-22.0753,-54.1892
"5MS1281",-22.0747,-54.7839
"5RJ1282",-22.0678,-42.16
"1SP1283",-22.0611,-46.9744
"5MG1284",-22.0528,-45.6989
"5RJ1285",-22.0503,-42.6783
"5SP1286",-22.05,-49.6167
,-22.05,-49.0333
"5RJ1288",-22.0428,-42.0442
"5RJ1289",-22.0425,-41.0556
"5RJ1290",-22.0353,-42.9908
"5MG1291",-22.0342,-45.8353
"5MG1292",-22.0261,-44.1736
"5MG1293",-22.0233,-46.3039
"5SP1294",-22.0167,-51.2333
"1MS1295",-22.0142,-57.0322
"5MG1296",-22.0117,-43.875
"5SP1297",-21.9997,-51.1333
"5SP1298",-21.9997,-47.4167
"5MG1299",-21.9981,-44.4636
"5MG1300",-21.9897,-44.9386
,-21.9875,-42.9044
"5MG1302",-21.9872,-44.0322
"1SP1303",-21.9847,-46.7953
"1SP1304",-21.9833,-48.4
"1MS1305",-21.9822,-53.4389
"5MG1306",-21.9772,-44.6033
"5SP1307",-21.9667,-51.65
"5SP1308",-21.9667,-50.45
"1SP1309",-21.9667,-47.7
"5MG1310",-21.9664,-43.3725
"1SP1311",-21.9608,-48.2483
"1SP1312",-21.9547,-47.9986
"5RJ1313",-21.9525,-42.3558
"5MG1314",-21.9511,-44.8761
"5SP1315",-21.95,-51.4167
"5SP1316",-21.95,-50.9333
"1SP1317",-21.95,-46.8
,-21.9472,-44.1939
"1SP1319",-21.9333,-47.1333
,-21.9192,-45.4789
"5SP1321",-21.9167,-50.7333
"5SP1322",-21.9167,-49.9
,-21.9,-50.6
"1SP1324",-21.9,-47.0333
"5MG1325",-21.8964,-43.0414
"5MG1326",-21.8872,-45.0792
"5SP1327",-21.8833,-51.8333
"5SP1328",-21.8833,-51.7333
"5SP1329",-21.8833,-49.5333
"1SP1330",-21.8833,-48.15
"5MG1331",-21.8742,-45.2583
,-21.8717,-54.0808
,-21.8708,-42.6403
"5MG1334",-21.8692,-43.5556
"5SP1335",-21.8667,-50.7
"1SP1336",-21.8667,-47.8
"5MG1337",-21.8556,-43.8864
"5MG1338",-21.8525,-42.6064
"5SP1339",-21.8461,-47.4742
"1SP1340",-21.8361,-48.4947
"5MG1341",-21.8353,-44.8008
,-21.8342,-47.2939
"5SP1343",-21.8333,-51.9833
"5SP1344",-21.8333,-51.4833
"1SP1345",-21.8333,-46.9
"5SP1346",-21.8167,-49.6333
"1SP1347",-21.8167,-48.8
"1MS1348",-21.8061,-54.6031
"5SP1349",-21.8,-50.2333
"5SP1350",-21.8,-50.8667
"1SP1351",-21.8,-48.6
"1SP1352",-21.7981,-48.6175
"5MG1353",-21.7908,-46.1242
,-21.7864,-45.4403
"5SP1355",-21.7833,-49.8
"1SP1356",-21.7833,-48.1667
"1SP1357",-21.7833,-47.7833
"5MG1358",-21.7692,-42.5397
"5MG1359",-21.7603,-45.5378
"5MG1360",-21.7578,-43.9178
"5SP1361",-21.75,-50.1167
"1SP1362",-21.75,-47.05
"5MG1363",-21.7458,-44.3547
,-21.7428,-42.9883
"5MG1365",-21.7347,-44.3122
"5SP1366",-21.7333,-51.0167
"1MS1367",-21.7258,-52.3342
"5MG1368",-21.7225,-46.4386
"5MG1369",-21.7208,-45.2644
"5SP1370",-21.7,-50.3
"1SP1371",-21.7,-48.5333
"1SP1372",-21.7,-48.9997
"5SP1373",-21.7,-46.8167
"5MG1374",-21.6992,-44.4389
"1MS1375",-21.6889,-57.3597
"5SP1376",-21.6833,-51.0833
"1SP1377",-21.6833,-48.0833
,-21.6783,-45.2597
"5MG1379",-21.6747,-44.3406
"1SP1380",-21.6667,-48.2333
"1SP1381",-21.6667,-48.05
"5RJ1382",-21.6581,-42.3428
,-21.6575,-48.3542
"5MS1384",-21.6472,-54.4253
"5RJ1385",-21.6453,-41.7522
"1SP1386",-21.6444,-47.0928
"5RJ1387",-21.6433,-41.8586
"5RJ1388",-21.6258,-41.9853
"1MS1389",-21.6186,-55.1369
"5SP1390",-21.6167,-50.9167
"5SP1391",-21.6167,-49.8
"1MS1392",-21.6153,-53.0522
"5MG1393",-21.6106,-45.4894
"5SP1394",-21.6,-50.6
"1SP1395",-21.6,-48.9667
"1SP1396",-21.6,-48.35
"5SP1397",-21.6,-46.9
,-21.5942,-43.5053
"5MG1399",-21.5853,-45.6739
"5SP1400",-21.5833,-51.7167
"5SP1401",-21.5833,-50.1667
"1SP1402",-21.5833,-48.8167
"1SP1403",-21.5833,-47.7
"5SP1404",-21.5667,-51.35
"5SP1405",-21.5667,-50.3333
"1SP1406",-21.55,-47.3833
"5RJ1407",-21.5419,-42.1825
"5SP1408",-21.5333,-49.8667
"5SP1409",-21.5333,-46.6333
"1SP1410",-21.5217,-47.3644
,-21.5069,-44.9156
"5SP1412",-21.5,-51.15
"1SP1413",-21.5,-48.0333
"5MG1414",-21.4994,-43.1536
"5MG1415",-21.4922,-44.3261
"5RJ1416",-21.4919,-41.6136
"5MG1417",-21.4842,-44.6433
"5RJ1418",-21.4828,-41.1033
"5MG1419",-21.4725,-43.1211
"5MG1420",-21.4714,-42.8131
"5SP1421",-21.4667,-51.5333
"1SP1422",-21.4667,-48.6167
"5SP1423",-21.4667,-46.75
"5MG1424",-21.4611,-45.2214
"5MG1425",-21.4525,-45.9442
"1SP1426",-21.45,-47.9
,-21.4406,-56.0908
"5SP1428",-21.4333,-51.0167
"5SP1429",-21.4333,-50.0667
"1SP1430",-21.4333,-47.3333
"1SP1431",-21.4333,-47.5833
"5MG1432",-21.4311,-43.5531
"5MG1433",-21.4272,-43.9594
"1SP1434",-21.4194,-46.9622
,-21.4094,-53.6133
"5SP1436",-21.4,-50.4833
,-21.3897,-48.3997
"5MG1438",-21.3894,-42.7019
"5MG1439",-21.3806,-46.5189
"1SP1440",-21.3667,-47.7167
"5MG1441",-21.3614,-45.5011
"5MG1442",-21.3556,-43.0503
,-21.355,-43.2469
"5SP1444",-21.35,-51.85
"5SP1445",-21.35,-50.6833
"5SP1446",-21.35,-50.2833
"1SP1447",-21.35,-48.2
"5MG1448",-21.3436,-45.1703
"5SP1449",-21.3333,-50.5167
"5SP1450",-21.3333,-50.3667
"1SP1451",-21.3333,-48.3167
"5SP1452",-21.3333,-48.6333
"1SP1453",-21.3333,-47.7833
"5MG1454",-21.3208,-44.8728
"1SP1455",-21.3183,-47.4767
"5SP1456",-21.3167,-49.05
"5MG1457",-21.3136,-46.8722
"5MG1458",-21.3094,-43.2022
"5MG1459",-21.3069,-42.8606
,-21.3019,-54.1994
"5SP1461",-21.3,-51.5667
"1SP1462",-21.3,-47.9333
"1MS1463",-21.2953,-52.8106
,-21.2936,-46.7039
"5MG1465",-21.2928,-46.7975
"5SP1466",-21.2833,-50.3333
,-21.2833,-47.1667
"5MG1468",-21.2789,-46.3608
"5MG1469",-21.2789,-43.82
"5MG1470",-21.2747,-43.8786
"5SP1471",-21.2667,-50.6333
"5SP1472",-21.2667,-49.9333
"1SP1473",-21.2667,-48.5
"5SP1474",-21.2667,-48.7667
"5MG1475",-21.2575,-45.1736
"5SP1476",-21.25,-50.8667
"1MS1477",-21.2494,-52.2881
,-21.2406,-45.7572
"5SP1479",-21.2167,-48.9
"5SP1480",-21.2167,-47.3
"1SP1481",-21.2167,-47.6
"1SP1482",-21.2167,-47.8667
"1MS1483",-21.2114,-53.9569
"5RJ1484",-21.2061,-41.4628
"5RJ1485",-21.2053,-41.9067
"5SP1486",-21.2,-50.45
"5MG1487",-21.1928,-45.4486
"5MG1488",-21.1928,-43.6139
"1MS1489",-21.1919,-57.0392
,-21.1894,-44.3289
"5MG1491",-21.1872,-43.98
"5SP1492",-21.1833,-49.3
"5SP1493",-21.1833,-49.5833
"1SP1494",-21.1833,-48.1167
"1MS1495",-21.1828,-54.7461
"5MG1496",-21.165,-44.1356
"5SP1497",-21.15,-48.6333
,-21.1492,-55.825
"5MG1499",-21.1492,-43.52
"5MG1500",-21.1486,-42.2156
,-21.145,-44.9136
,-21.1447,-47.2797
"5MG1503",-21.1431,-44.7378
"5SP1504",-21.1333,-51.1
"5SP1505",-21.1333,-50.2
"1MG1506",-21.1331,-47.0219
"5MG1507",-21.1225,-44.2325
,-21.1183,-56.48
"1SP1509",-21.1167,-48.4167
"5SP1510",-21.1,-49.1833
"1SP1511",-21.1,-48.0667
"1SP1512",-21.1,-47.75
"1SP1513",-21.1,-47.15
"5SP1514",-21.0833,-51.3333
,-21.0833,-47.65
"1MS1516",-21.0697,-52.9936
"5ES1517",-21.0647,-41.3625
"5ES1518",-21.0625,-41.2411
"5MG1519",-21.0556,-44.2089
"1SP1520",-21.0511,-48.1592
"5MG1521",-21.0503,-42.5156
"5SP1522",-21.05,-50.4667
"5SP1523",-21.05,-49.0667
"5SP1524",-21.05,-49.6833
"1SP1525",-21.05,-48.2667
"5ES1526",-21.0367,-41.6522
"5MG1527",-21.0339,-44.7719
"5SP1528",-21.0333,-51.2
"5SP1529",-21.0333,-49.3833
,-21.0228,-53.5369
"5MG1531",-21.0194,-46.5214
"1SP1532",-21.0189,-48.1814
"5SP1533",-21.0167,-51.1
"1SP1534",-21.0167,-47.7667
"1SP1535",-21.0167,-47.4
"1SP1536",-21.0111,-48.2183
"5ES1537",-21.0075,-40.8353
"5SP1538",-20.9997,-48.55
